id,stock,close,open,high,low,volume,date,ema(4),ema(10),macd,macd 1st d,high low span,high above ema,close above ema,close relative to high,volume change,volume relative to span,3 days ago,2 days ago,1 day ago,close relative to low,open less than close,central pivot point,to buy
748,AAPL,98.63,97.99,101.89,97.55,23292504,6/6/2016,0.998031638,0.997144932,0.000886706,0.001836033,0.044002839,0.035021186,0.001968362,0.033052824,-0.223779461,-0.196634841,0,1,1,-0.010950015,0,0.007367603,0
747,AAPL,99.03,99.25,99.87,98.96,22409450,6/7/2016,0.996400245,0.995253062,0.001147182,0.000260477,0.009189135,0.012082033,0.003599755,0.008482278,-0.039405429,-0.233194632,1,1,1,-0.000706857,1,0.002591807,0
746,AAPL,98.94,99.02,99.56,98.68,20848131,6/8/2016,0.998383968,0.998005786,0.000378181,-0.000769001,0.008894279,0.007882457,0.001616032,0.006266424,-0.074890118,-0.118764392,1,1,0,-0.002627855,1,0.001212856,0
745,AAPL,99.65,98.5,99.99,98.46,26601354,6/9/2016,0.994762327,0.992927644,0.001834683,0.001456501,0.015353738,0.008649615,0.005237673,0.003411942,0.21627557,0.070991551,1,0,0,-0.011941796,1,-0.002843285,0
744,AAPL,98.83,98.53,99.3457,98.48,31712936,6/10/2016,1.001809567,1.002803726,-0.000994159,-0.002828841,0.008759486,0.003408484,-0.001809567,0.005218051,0.161182869,0.054345019,0,0,1,-0.003541435,1,0.000558872,0
743,AAPL,97.34,98.69,99.12,97.1,38020494,6/13/2016,1.010286662,1.013840443,-0.003553781,-0.002559622,0.020752003,0.007999756,-0.010286662,0.018286419,0.165898897,0.125088254,0,1,1,-0.002465585,1,0.005273611,0
742,AAPL,97.46,97.32,98.475,96.75,31931944,6/14/2016,1.005425633,1.006750955,-0.001325322,0.002228459,0.017699569,0.004988896,-0.005425633,0.010414529,-0.190672701,-0.09282697,1,1,0,-0.00728504,0,0.001043163,0
741,AAPL,97.14,97.82,98.41,97.03,29445227,6/15/2016,1.005242633,1.006905453,-0.00166282,-0.000337498,0.0142063,0.007831281,-0.005242633,0.013073914,-0.084452295,-0.168216863,1,0,1,-0.001132386,1,0.003980509,0
740,AAPL,97.55,96.45,97.75,96.07,31326815,6/16/2016,1.000610575,1.000531056,7.95E-05,0.001742339,0.017221937,0.001439656,-0.000610575,0.002050231,0.060063176,0.286730384,0,1,0,-0.015171707,1,-0.004373825,0
739,AAPL,95.33,96.62,96.65,95.3,61008219,6/17/2016,1.014347393,1.019575088,-0.005227696,-0.005307215,0.014161334,-0.000500755,-0.014347393,0.013846638,0.486514842,0.029107713,1,0,1,-0.000314696,0,0.004510647,0
738,AAPL,95.1,96,96.57,95.03,34411901,6/20/2016,1.010080359,1.012789148,-0.002708789,0.002518907,0.016193481,0.005377054,-0.010080359,0.015457413,-0.772881394,-0.02095209,0,1,0,-0.000736067,1,0.004907115,0
737,AAPL,95.91,94.94,96.35,94.676,35546358,6/21/2016,1.000929885,1.000778908,0.000150978,0.002859767,0.017453863,0.003657749,-0.000929885,0.004587634,0.031914859,0.546888302,1,0,0,-0.012866229,0,-0.002759532,0
736,AAPL,95.55,96.25,96.89,95.35,29219122,6/22/2016,1.00282063,1.00387304,-0.00105241,-0.001203388,0.016117216,0.011203441,-0.00282063,0.014024071,-0.216544357,-0.074429167,0,0,1,-0.002093145,0,0.003976975,0
735,AAPL,96.1,95.94,96.29,95.25,32240187,6/23/2016,0.998248769,0.997422046,0.000826723,0.001879133,0.01082206,0.003728338,0.001751231,0.001977107,0.093704947,0.115490812,0,1,0,-0.008844953,1,-0.002289282,0
734,AAPL,93.4,92.91,94.655,92.65,75311356,6/24/2016,1.016263641,1.022327576,-0.006063936,-0.006890659,0.021466809,-0.00282681,-0.016263641,0.013436831,0.571908027,0.037535423,1,0,1,-0.008029979,1,0.001802284,0
733,AAPL,92.04,93,93.05,91.5,46622188,6/27/2016,1.018768084,1.02446721,-0.005699127,0.000364809,0.016840504,-0.007794594,-0.018768084,0.01097349,-0.615354389,-0.027367163,0,1,1,-0.005867014,0,0.001702158,0
732,AAPL,93.59,92.9,93.66,92.14,40444914,6/28/2016,1.001137393,1.000530584,0.00060681,0.006305936,0.016241051,-0.00038945,-0.001137393,0.000747943,-0.152733023,-0.106336214,1,1,0,-0.015493108,0,-0.004915055,0
731,AAPL,94.4,93.97,94.55,93.63,36531006,6/29/2016,0.995528275,0.99401304,0.001515235,0.000908425,0.009745763,0.006060708,0.004471725,0.001588983,-0.107139343,-0.090963435,1,0,1,-0.00815678,0,-0.002189266,0
730,AAPL,95.6,94.44,95.77,94.3,35836356,6/30/2016,0.989819263,0.986392573,0.00342669,0.001911455,0.015376569,0.01195898,0.010180737,0.001778243,-0.019383946,-0.793263085,0,1,1,-0.013598326,1,-0.003940028,0
729,AAPL,95.89,95.49,96.465,95.33,26026540,7/1/2016,0.992095452,0.989845238,0.002250214,-0.001176476,0.011836479,0.013901002,0.007904548,0.005996454,-0.376915871,-0.031403505,1,1,1,-0.005840025,1,5.21E-05,0
728,AAPL,94.99,95.39,95.4,94.46,27705210,7/5/2016,1.000897144,1.001636526,-0.000739382,-0.002989596,0.009895779,0.003419099,-0.000897144,0.004316244,0.060590409,0.163322524,1,1,1,-0.005579535,1,-0.000421097,0
727,AAPL,95.53,94.6,95.66,94.37,30949090,7/6/2016,0.997143639,0.995972021,0.001171618,0.001911,0.013503611,0.00421719,0.002856361,0.001360829,0.104813421,0.128834755,1,1,0,-0.012142782,0,-0.003593984,0
726,AAPL,95.94,95.7,96.5,95.62,25139558,7/7/2016,0.995729405,0.994390079,0.001339326,0.000167708,0.009172399,0.010107577,0.004270595,0.005836981,-0.231091255,-0.039691677,1,0,1,-0.003335418,0,0.000833854,0
725,AAPL,96.68,96.49,96.89,96.05,28912103,7/8/2016,0.992864786,0.990514216,0.00235057,0.001011243,0.008688457,0.009307329,0.007135214,0.002172114,0.130483244,0.066586762,0,1,1,-0.006516343,0,-0.001448076,0
724,AAPL,96.98,96.75,97.65,96.73,23794945,7/11/2016,0.993876062,0.992077511,0.001798551,-0.000552019,0.009486492,0.013032579,0.006123938,0.006908641,-0.215052315,-0.044112485,1,1,1,-0.002577851,0,0.001443597,0
723,AAPL,97.42,97.17,97.7,97.12,24167463,7/12/2016,0.993632317,0.991644583,0.001987734,0.000189183,0.005953603,0.009241837,0.006367683,0.002874153,0.01541403,0.386245709,1,1,1,-0.00307945,1,-6.84E-05,0
